CEP Inicial;CEP Final;UF;IBGE do Município;Nome do Município (Base IBGE);Base;Risco;Prazo;Tipo de Atendimento;Localidade Comercial;Geografia Comercial
34516415;34516427;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34516433;34516433;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34516438;34516451;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34518010;34535232;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34536010;34555312;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34565000;34565900;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34575000;34580770;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34585000;34585665;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34589001;34589135;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34589150;34589300;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34590000;34600700;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34650000;34735055;MG;3156700;SABARA;VIP;Padrão;5;Atendido;Interior;MGI
34800000;34800000;MG;3110004;CAETE;VIP;Padrão;6;Atendido;Interior;MGI
35010000;35010900;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35012000;35022651;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35022657;35022657;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35022665;35025020;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35026054;35026055;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35026058;35026058;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35030000;35030590;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35030600;35030820;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35032000;35032670;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35040000;35040162;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35040168;35040290;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35040300;35040828;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35040843;35040843;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35040845;35040845;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35040847;35040847;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35041000;35042770;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35043000;35043210;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35043220;35043800;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35043808;35044030;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35044050;35044775;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35045000;35046170;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35047046;35047046;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35050000;35050230;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35050240;35050460;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35050470;35052037;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35052040;35052898;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35053000;35053220;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35053230;35054280;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35054290;35054797;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35055220;35055290;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35057000;35058620;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35059000;35059340;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35059350;35059350;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35059360;35059420;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35059427;35059680;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35059690;35060810;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35061000;35065150;MG;3127701;GOVERNADOR VALADARES;GOV;Padrão;5;Atendido;Interior;MGI
35160001;35160901;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35161000;35161092;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35161800;35161800;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162000;35162348;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162349;35162349;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162350;35162355;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162356;35162356;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162357;35162360;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162361;35162361;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162363;35162369;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162370;35162370;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162371;35162376;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162377;35162377;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162378;35162381;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162382;35162382;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162383;35162560;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162561;35162561;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162562;35162567;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162568;35162568;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162569;35162594;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162600;35162610;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162620;35162635;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162636;35162650;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162651;35162651;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162652;35162652;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162653;35162653;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162654;35162654;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162655;35162658;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162659;35162659;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162660;35162661;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162662;35162662;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162663;35162663;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162664;35162664;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162665;35162668;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162669;35162669;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162670;35162673;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162674;35162674;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162675;35162691;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162692;35162692;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35162693;35162807;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35162822;35162898;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35163001;35164263;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35164264;35164287;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35164288;35164372;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35164373;35164375;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35164376;35164618;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35164620;35164624;MG;3131307;IPATINGA;IPN;Padrão;5;Atendido;Interior;MGI
35164636;35164842;MG;3131307;IPATINGA;IPN;Padrão;4;Atendido;Interior;MGI
35167000;35167000;MG;3158953;SANTANA DO PARAISO;IPN;Padrão;8;Atendido;Interior;MGI
35170001;35170374;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;5;Atendido;Interior;MGI
35170377;35170390;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;5;Atendido;Interior;MGI
35170400;35170410;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;6;Atendido;Interior;MGI
35170420;35170750;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;5;Atendido;Interior;MGI
35171000;35171454;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;5;Atendido;Interior;MGI
35171462;35171462;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;6;Atendido;Interior;MGI
35171467;35171874;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;5;Atendido;Interior;MGI
35172010;35172357;MG;3119401;CORONEL FABRICIANO;IPN;Padrão;5;Atendido;Interior;MGI
35180001;35180703;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35181000;35181621;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35181640;35181645;MG;3168705;TIMOTEO;IPN;Padrão;6;Atendido;Interior;MGI
35181670;35181680;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35181738;35181740;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35181748;35181754;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35182000;35182530;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35183000;35183626;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35184300;35184300;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35184302;35184308;MG;3168705;TIMOTEO;IPN;Padrão;5;Atendido;Interior;MGI
35200000;35200000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35202000;35202000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35204000;35204000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35206000;35206000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35208000;35208000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35210000;35210000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35212000;35212000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35215000;35215000;MG;3101102;AIMORES;VVL;Padrão;14;Atendido;Interior;MGB
35240000;35240000;MG;3118403;CONSELHEIRO PENA;GOV;Padrão;9;Atendido;Interior;MGB
35290000;35290000;MG;3139607;MANTENA;VVL;Padrão;13;Atendido;Interior;MGB
35295000;35295000;MG;3139607;MANTENA;VVL;Padrão;13;Atendido;Interior;MGB
35296000;35296000;MG;3139607;MANTENA;VVL;Padrão;13;Atendido;Interior;MGB
35300001;35300449;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300470;35300488;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300490;35300499;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300506;35300519;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300544;35300544;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300550;35300566;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300582;35300582;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300701;35300701;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300705;35300705;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300710;35300710;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35300751;35300807;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35301000;35302430;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35302438;35302438;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35302440;35302440;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35302454;35302454;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35302462;35302540;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35302590;35303007;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35303012;35303091;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35303098;35303099;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35303111;35303111;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35303136;35303422;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35303424;35303503;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35303511;35304042;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304066;35304066;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304068;35304068;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304072;35304611;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304623;35304623;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304627;35304627;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304638;35304640;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35304660;35305100;MG;3113404;CARATINGA;IPN;Padrão;7;Atendido;Interior;MGI
35328000;35328000;MG;3157252;SANTA BARBARA DO LESTE;IPN;Padrão;11;Atendido;Interior;MGB
35350000;35350000;MG;3154002;RAUL SOARES;VIP;Padrão;16;Atendido;Interior;MGB
35370000;35370000;MG;3154903;RIO CASCA;VIP;Padrão;4;Atendido;Interior;MGI
35400000;35400000;MG;3146107;OURO PRETO;VIP;Padrão;6;Atendido;Interior;MGI
35420000;35420000;MG;3140001;MARIANA;VIP;Padrão;7;Atendido;Interior;MGI
35430001;35430853;MG;3152105;PONTE NOVA;VIP;Padrão;6;Atendido;Interior;MGI
35431001;35432900;MG;3152105;PONTE NOVA;VIP;Padrão;6;Atendido;Interior;MGI
35450000;35450630;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35452000;35452342;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35453002;35453086;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35454000;35454496;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35455002;35455155;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35456000;35457480;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35458000;35459000;MG;3131901;ITABIRITO;VIP;Padrão;6;Atendido;Interior;MGI
35460000;35460000;MG;3109006;BRUMADINHO;VIP;Padrão;6;Atendido;Interior;MGI
35490000;35490000;MG;3123908;ENTRE RIOS DE MINAS;VIP;Padrão;12;Atendido;Interior;MGB
35500001;35500900;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35501000;35501619;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35501621;35501871;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35501873;35501897;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502000;35502202;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502204;35502611;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502617;35502697;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502720;35502747;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502752;35502791;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502795;35502826;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35502831;35502890;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35503002;35503149;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35503154;35503330;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35503333;35504759;MG;3122306;DIVINOPOLIS;DIX;Padrão;5;Atendido;Interior;MGI
35510000;35510000;MG;3114204;CARMO DO CAJURU;DIX;Padrão;8;Atendido;Interior;MGI
35514000;35514000;MG;3132206;ITAGUARA;DIX;Padrão;4;Atendido;Interior;MGI
35519000;35519000;MG;3145208;NOVA SERRANA;DIX;Padrão;7;Atendido;Interior;MGI
35520001;35520783;MG;3145208;NOVA SERRANA;DIX;Padrão;7;Atendido;Interior;MGI
35521270;35524546;MG;3145208;NOVA SERRANA;DIX;Padrão;7;Atendido;Interior;MGI
35525000;35528612;MG;3145208;NOVA SERRANA;DIX;Padrão;7;Atendido;Interior;MGI
35530000;35530000;MG;3116605;CLAUDIO;DIX;Padrão;7;Atendido;Interior;MGI
35534000;35534000;MG;3114501;CARMOPOLIS DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35540000;35540000;MG;3145604;OLIVEIRA;DIX;Padrão;6;Atendido;Interior;MGI
35544000;35544000;MG;3161809;SAO GONCALO DO PARA;DIX;Padrão;11;Atendido;Interior;MGB
35547000;35547000;MG;3114006;CARMO DA MATA;DIX;Padrão;6;Atendido;Interior;MGI
35550000;35550000;MG;3133501;ITAPECERICA;DIX;Padrão;7;Atendido;Interior;MGI
35560000;35560000;MG;3160405;SANTO ANTONIO DO MONTE;DIX;Padrão;7;Atendido;Interior;MGI
35567000;35567000;MG;3164605;SAO SEBASTIAO DO OESTE;DIX;Padrão;11;Atendido;Interior;MGB
35570000;35570750;MG;3126109;FORMIGA;DIX;Padrão;7;Atendido;Interior;MGI
35572000;35573398;MG;3126109;FORMIGA;DIX;Padrão;7;Atendido;Interior;MGI
35574001;35574849;MG;3126109;FORMIGA;DIX;Padrão;7;Atendido;Interior;MGI
35576001;35576884;MG;3126109;FORMIGA;DIX;Padrão;7;Atendido;Interior;MGI
35577001;35577526;MG;3126109;FORMIGA;DIX;Padrão;7;Atendido;Interior;MGI
35588000;35588000;MG;3104205;ARCOS;DIX;Padrão;7;Atendido;Interior;MGI
35590000;35590000;MG;3137205;LAGOA DA PRATA;DIX;Padrão;6;Atendido;Interior;MGI
35595000;35595000;MG;3138807;LUZ;DIX;Padrão;6;Atendido;Interior;MGI
35600000;35600000;MG;3107406;BOM DESPACHO;DIX;Padrão;7;Atendido;Interior;MGI
35610000;35610000;MG;3123205;DORES DO INDAIA;DIX;Padrão;6;Atendido;Interior;MGI
35620000;35620000;MG;3100203;ABAETE;DIX;Padrão;7;Atendido;Interior;MGI
35639700;35639800;MG;3143500;MORADA NOVA DE MINAS;DIX;Padrão;7;Atendido;Interior;MGI
35640000;35640000;MG;3152006;POMPEU;DIX;Padrão;7;Atendido;Interior;MGI
35650000;35650000;MG;3151404;PITANGUI;DIX;Padrão;6;Atendido;Interior;MGI
35660000;35660570;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35660574;35660646;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35660649;35660690;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35660699;35660840;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35660876;35660876;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35661000;35661446;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35661449;35661746;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35661800;35661806;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35661860;35661898;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35662802;35662844;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35663502;35663798;MG;3147105;PARA DE MINAS;DIX;Padrão;6;Atendido;Interior;MGI
35666000;35666000;MG;3139706;MARAVILHAS;DIX;Padrão;6;Atendido;Interior;MGI
35669000;35669000;MG;3146909;PAPAGAIOS;DIX;Padrão;6;Atendido;Interior;MGI
35670000;35670000;MG;3140704;MATEUS LEME;DIX;Padrão;7;Atendido;Interior;MGI
35675000;35675000;MG;3136652;JUATUBA;DIX;Padrão;7;Atendido;Interior;MGI
35680001;35680687;MG;3133808;ITAUNA;DIX;Padrão;6;Atendido;Interior;MGI
35680691;35680898;MG;3133808;ITAUNA;DIX;Padrão;6;Atendido;Interior;MGI
35681000;35681868;MG;3133808;ITAUNA;DIX;Padrão;6;Atendido;Interior;MGI
35682851;35682851;MG;3133808;ITAUNA;DIX;Padrão;6;Atendido;Interior;MGI
35700001;35700614;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35700619;35700690;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35700706;35700892;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35701000;35701627;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35701629;35701898;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35702000;35702468;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35702472;35702641;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35702646;35702885;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35703031;35703105;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35703107;35703184;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35703189;35703681;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35703683;35703887;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35703890;35704210;MG;3167202;SETE LAGOAS;DIX;Padrão;7;Atendido;Interior;MGI
35720000;35720000;MG;3141108;MATOZINHOS;DIX;Padrão;7;Atendido;Interior;MGI
35738000;35738000;MG;3153608;PRUDENTE DE MORAIS;DIX;Padrão;17;Atendido;Interior;MGB
35740000;35740970;MG;3124104;ESMERALDAS;VIP;Padrão;6;Atendido;Interior;MGI
35770000;35770000;MG;3109907;CAETANOPOLIS;DIX;Padrão;7;Atendido;Interior;MGI
35774000;35774000;MG;3147402;PARAOPEBA;DIX;Padrão;7;Atendido;Interior;MGI
35790000;35790885;MG;3120904;CURVELO;DIX;Padrão;7;Atendido;Interior;MGI
35792000;35792750;MG;3120904;CURVELO;DIX;Padrão;7;Atendido;Interior;MGI
35794000;35796808;MG;3120904;CURVELO;DIX;Padrão;7;Atendido;Interior;MGI
35900001;35900535;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35900539;35900647;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35900649;35900661;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35900672;35900842;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35900850;35900900;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35901000;35901084;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35901092;35901119;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35901151;35901417;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35901682;35902110;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35903000;35903028;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35903590;35903590;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35903595;35903595;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35903599;35903599;MG;3131703;ITABIRA;IPN;Padrão;7;Atendido;Interior;MGI
35920000;35920000;MG;3144706;NOVA ERA;IPN;Padrão;7;Atendido;Interior;MGI
35930001;35930153;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930155;35930396;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930398;35930413;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930415;35930442;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930446;35930713;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930734;35930734;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930737;35930750;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930754;35930754;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35930759;35930900;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931000;35931037;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931040;35931040;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931043;35931056;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931058;35931085;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931090;35931157;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931159;35931163;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931166;35931174;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
35931176;35931177;MG;3136207;JOAO MONLEVADE;IPN;Padrão;7;Atendido;Interior;MGI
